Taxon,TSN,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,TSN_OUT,OTU_BCG_MariNW,OTU_BSTI
Hydrobaenus,128750,FALSE,,Hydrobaenus,Hydrobaenus,128750,Hydrobaenus,Hydrobaenus
Hydrobia,70494,FALSE,,Truncatelloidea,Truncatelloidea,-228,Truncatelloidea,Truncatelloidea
Hydrobiidae,70493,FALSE,,Truncatelloidea,Truncatelloidea,-228,Truncatelloidea,Truncatelloidea
Hydrobius,113196,FALSE,,Hydrophilidae,Hydrobius,113196,Hydrobius,Hydrophilidae
Hydrochus,113166,FALSE,,Hydrophilidae,Hydrochus,113166,Hydrochus,Hydrophilidae
Hydrodroma,83225,FALSE,,DNI,Hydrodroma,83225,Trombidiformes,DNI
Hydroida,FALSE,FALSE,,Hydra,Hydra,50845,Hydra,DNI
Hydroperla,103106,FALSE,,DNI,Perlidae,102914,Perlidae,DNI
Hydrophilidae,112811,FALSE,,Hydrophilidae,Hydrophilidae,112811,Hydrophilidae,Hydrophilidae
Hydrophiloidea,112752,FALSE,,DNI,Hydrophiloidea,112752,Hydrophiloidea,DNI
Hydroporinae,678402,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Hydroporini,728229,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Hydroporus,112390,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Hydropsyche,115453,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Hydropsyche (Hydropsyche),598727,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Hydropsyche californica,115455,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Hydropsyche occidentalis,115513,FALSE,,Hydropsyche,Hydropsyche,115453,Hydropsyche,Hydropsyche
Hydropsychidae,115398,FALSE,,DNI,Hydropsychidae,115398,Hydropsychidae,DNI
Hydropsychinae,598191,FALSE,,DNI,Hydropsychidae,115398,Hydropsychidae,DNI
Hydropsychoidea,598158,FALSE,TOO COARSE,DNI,Hydropsychoidea,598158,Hydropsychoidea,DNI
Hydroptila,115641,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptila ajax,115643,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptila arctia,115695,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptila consimilis,115647,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptila lenora,115713,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptila rono,115666,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptila xera,115708,FALSE,,Hydroptila,Hydroptila,115641,Hydroptila,Hydroptila
Hydroptilidae,115629,FALSE,,DNI,Hydroptilidae,115629,Hydroptilidae,DNI
Hydroptilidae sp. AJF#01,-210,FALSE,,DNI,Hydroptilidae,115629,Hydroptilidae,DNI
Hydroptilidae sp. AJF#02,-211,FALSE,,DNI,Hydroptilidae,115629,Hydroptilidae,DNI
Hydroptilidae sp. RAI # 0001,-133,FALSE,,Ochrotrichia,Ochrotrichia,115714,Ochrotrichia,Ochrotrichia
Hydrosmittia,-196,FALSE,,DNI,Hydrosmittia,-196,Hydrosmittia,DNI
Hydrotrupes palpalis,112598,FALSE,,DNI,Dytiscidae,111963,Dytiscidae,DNI
Hydrovatus,112257,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Hydrovolzia,83119,FALSE,,DNI,Hydrovolzia,83119,Trombidiformes,DNI
Hydrovolziidae,83118,FALSE,,DNI,Hydrovolziidae,83118,Trombidiformes,DNI
Hydrozetes,553094,FALSE,,DNI,Oribatida,733326,Sarcoptiformes,DNI
Hydrozoa,48739,FALSE,,Hydra,Hydra,50845,Hydra,DNI
Hydryphantes,83213,FALSE,,DNI,Hydryphantes,83213,Trombidiformes,DNI
Hydryphantidae,83212,FALSE,,DNI,Hydryphantidae,83212,Trombidiformes,DNI
